Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare,Farm_Area(acres),Fertilizer_Used(tons),Pesticide_Used(kg),Water_Usage(cubic meters)
North,Loam,Wheat,277.88850403924675,15.34613396665064,Sunny,110,2.2114026296790565,162.28,5.85,2.42,65838.4
East,Sandy,Barley,174.4434225903414,21.75253106813912,Sunny,62,1.6097537944365747,59.535,2.9,1.835,58807.185
South,Clay,Wheat,276.562907482932,32.69075850685085,Sunny,61,2.392039010917192,210.88500000000002,6.105,2.235,44398.345
South,Sandy,Soybean,297.9333312082771,17.354789613786007,Cloudy,132,1.6836560725396537,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Clay,Cotton,209.13485572291492,18.80669476524434,Cloudy,106,2.258076194557621,324.21,5.47,2.86,49551.67333333334
North,Clay,Wheat,203.2643680941682,19.637161967339985,Sunny,136,1.0537746299156017,210.88500000000002,6.105,2.235,44398.345
East,Sandy,Rice,269.61254888839176,36.32400209810907,Sunny,96,2.313059035241728,308.40500000000003,4.595,4.220000000000001,78580.925
South,Sandy,Soybean,134.5093950117094,24.60996961366929,Cloudy,89,2.3684220731650187,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Sandy,Maize,437.80810918728776,38.58702540796385,Rainy,134,2.283025012716175,460.93,1.09,1.31,54314.28
South,Sandy,Maize,372.9543606331725,24.12082114649543,Rainy,119,2.292221603978531,460.93,1.09,1.31,54314.28
South,Silt,Wheat,162.76866644524085,35.42466475910618,Cloudy,61,1.6120165324925415,288.52,1.79,4.78,23208.04
South,Silt,Soybean,187.8118644327952,37.38800339985048,Sunny,69,2.315058206624528,266.03,8.57,1.35,43610.21
West,Clay,Cotton,159.8134173780094,34.32473953902979,Rainy,118,1.5714974278753298,324.21,5.47,2.86,49551.67333333334
East,Sandy,Soybean,265.56882118383214,15.356434751272552,Rainy,83,2.159863890739496,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Loam,Barley,354.84063383424314,22.95134780206416,Sunny,93,1.850115787487004,446.76,7.79,0.96,93656.06
West,Sandy,Barley,333.02469155480924,16.56157686054837,Cloudy,80,1.3561656543143434,59.535,2.9,1.835,58807.185
West,Silt,Rice,143.11302343919397,19.630506318479817,Sunny,132,2.152516550838212,464.6,5.18,0.91,9392.38
West,Sandy,Barley,153.02687343404435,15.788867097029918,Rainy,117,2.1303663685492222,59.535,2.9,1.835,58807.185
West,Silt,Soybean,314.77023146255283,16.055749544818983,Cloudy,135,1.8726357786646024,266.03,8.57,1.35,43610.21
South,Loam,Soybean,243.8843766340536,16.128298480096095,Cloudy,109,2.149843370606674,156.1,1.18,4.43,73646.55
South,Loam,Wheat,203.81866644038143,36.436303229332495,Rainy,99,1.3856273650450175,162.28,5.85,2.42,65838.4
West,Clay,Wheat,312.0954701916409,25.524487264670988,Cloudy,112,1.5621965979570287,210.88500000000002,6.105,2.235,44398.345
East,Loam,Barley,126.86777311056942,21.317253521848105,Rainy,115,2.3661193307970936,446.76,7.79,0.96,93656.06
North,Clay,Barley,142.77590955668302,30.83612888155772,Cloudy,73,2.050987489748776,299.265,4.095,0.75,41989.11
North,Loam,Cotton,130.27826654815766,32.441769987718715,Cloudy,94,1.8286611325131197,387.78,6.245,2.84,57761.24
East,Sandy,Maize,210.58436824562912,23.25903097135098,Cloudy,142,2.079625455036731,460.93,1.09,1.31,54314.28
East,Sandy,Rice,433.1419657797126,25.420459706943817,Sunny,93,1.5013708882192618,308.40500000000003,4.595,4.220000000000001,78580.925
North,Loam,Soybean,170.3302494208295,17.227143225673206,Sunny,95,1.588853799197242,156.1,1.18,4.43,73646.55
South,Loam,Cotton,391.3387564330934,15.718030427102605,Sunny,99,1.4645372797945484,387.78,6.245,2.84,57761.24
North,Clay,Wheat,190.96099814527705,39.78529067269013,Cloudy,102,0.9092368032135848,210.88500000000002,6.105,2.235,44398.345
West,Clay,Wheat,433.8046037189004,26.13450418694547,Cloudy,109,2.217875578272978,210.88500000000002,6.105,2.235,44398.345
South,Sandy,Soybean,178.79481524971655,28.47138165552156,Sunny,137,0.6544455561829167,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Loam,Soybean,364.7424222873763,19.047978307012183,Cloudy,80,2.2226672375465943,156.1,1.18,4.43,73646.55
West,Loam,Cotton,504.2827156917445,35.77447367583342,Cloudy,102,2.02809752472347,387.78,6.245,2.84,57761.24
South,Sandy,Rice,100.69680436262956,20.48346873877772,Rainy,133,1.9408596121841613,308.40500000000003,4.595,4.220000000000001,78580.925
East,Loam,Barley,366.90025599620975,21.795276134477188,Rainy,118,1.5326721213220766,446.76,7.79,0.96,93656.06
East,Sandy,Soybean,158.4020446263604,25.358086265782124,Sunny,135,2.0363494667671382,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
East,Sandy,Rice,105.18591445689113,29.34709796043417,Rainy,98,0.7023328087431084,308.40500000000003,4.595,4.220000000000001,78580.925
East,Peaty,Maize,161.69781236202536,19.80879522530327,Sunny,61,2.3250143096140667,389.37,0.57,4.93,60202.14
East,Silt,Soybean,105.9280301777086,27.355154268462734,Cloudy,125,1.9157574897744036,266.03,8.57,1.35,43610.21
East,Loam,Maize,497.002347788365,27.1031934881096,Cloudy,95,2.147345263413646,128.23,4.91,0.77,18660.03
South,Loam,Wheat,249.58660269599525,38.206033887865686,Sunny,130,2.16789691547716,162.28,5.85,2.42,65838.4
West,Sandy,Cotton,404.9621677269868,33.255525864633945,Cloudy,121,2.1594232603669554,122.805,2.1,2.18,53381.215
East,Clay,Barley,216.44153451722676,36.43379793398343,Cloudy,145,2.14775608478593,299.265,4.095,0.75,41989.11
West,Sandy,Rice,165.35905101563276,16.814526160609752,Sunny,114,1.1739399005179991,308.40500000000003,4.595,4.220000000000001,78580.925
East,Silt,Barley,148.53443143222145,24.24772448606166,Rainy,123,1.2746213660881314,253.43,6.2,3.375,39956.880000000005
South,Clay,Rice,142.9111964460405,37.19550597570431,Rainy,106,2.025359887472882,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
South,Sandy,Cotton,282.6618053086589,32.711164217852854,Rainy,125,1.776004267114635,122.805,2.1,2.18,53381.215
West,Loam,Soybean,237.1390113324968,17.775705668667722,Sunny,82,1.7984471062327376,156.1,1.18,4.43,73646.55
South,Silt,Rice,311.1517676133618,32.87901686588036,Sunny,130,1.9738595615213144,464.6,5.18,0.91,9392.38
North,Sandy,Cotton,294.77155883841806,34.13967369403953,Sunny,129,2.1190302844848503,122.805,2.1,2.18,53381.215
East,Silt,Rice,199.4263084335294,25.069663156259463,Sunny,118,1.6040958087822763,464.6,5.18,0.91,9392.38
East,Clay,Wheat,113.3556191494198,26.56539438778903,Sunny,145,1.3895917042373247,210.88500000000002,6.105,2.235,44398.345
West,Loam,Wheat,208.49155492914892,30.96589010906545,Rainy,110,1.5709929895229264,162.28,5.85,2.42,65838.4
South,Clay,Wheat,323.78046237269143,27.431738669948498,Cloudy,131,2.08862386082407,210.88500000000002,6.105,2.235,44398.345
South,Clay,Cotton,190.1493467092066,16.731146871564366,Cloudy,131,2.339633404391064,324.21,5.47,2.86,49551.67333333334
East,Peaty,Maize,286.77400765830566,16.024037283130955,Rainy,116,1.8985933865254283,389.37,0.57,4.93,60202.14
West,Loam,Barley,183.8380733490409,36.20132101014583,Rainy,140,1.7272308634227898,446.76,7.79,0.96,93656.06
South,Loam,Wheat,152.01866206630604,39.95937160100245,Cloudy,74,1.1967398977880437,162.28,5.85,2.42,65838.4
South,Clay,Cotton,322.67352551011174,25.45869492536942,Cloudy,68,2.271408845337082,324.21,5.47,2.86,49551.67333333334
North,Loam,Maize,118.253663417266,32.25501347188046,Rainy,73,-0.0927781836874008,128.23,4.91,0.77,18660.03
South,Sandy,Cotton,300.24526388400875,28.60377987156488,Rainy,145,2.344101349534564,122.805,2.1,2.18,53381.215
East,Loam,Barley,319.99518622261303,20.519468705079035,Cloudy,144,1.5767578600035994,446.76,7.79,0.96,93656.06
West,Loam,Wheat,301.57426506666843,26.33797119673686,Sunny,136,1.6259913027831252,162.28,5.85,2.42,65838.4
South,Sandy,Soybean,120.9180753784946,22.99390079134343,Sunny,129,0.3073003412240417,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
East,Peaty,Maize,304.45208883700707,30.30007925563096,Rainy,69,2.3806102641660907,389.37,0.57,4.93,60202.14
East,Peaty,Maize,146.24799919570938,18.43455403980783,Cloudy,81,1.4438582500847772,389.37,0.57,4.93,60202.14
North,Loam,Cotton,106.67086288480463,18.812267402075477,Sunny,67,0.9644260743267888,387.78,6.245,2.84,57761.24
East,Silt,Barley,355.81513986312353,17.628639573031492,Rainy,112,2.04003977267249,253.43,6.2,3.375,39956.880000000005
South,Loam,Soybean,200.61268395233503,39.63754124132808,Sunny,72,1.0291059947174903,156.1,1.18,4.43,73646.55
West,Sandy,Soybean,119.24248461116136,15.835321157947956,Sunny,130,1.465671562999594,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Silt,Wheat,197.6563745165106,24.12517134870574,Sunny,77,1.263951535003412,288.52,1.79,4.78,23208.04
South,Loam,Wheat,186.6094109522059,16.106312288303023,Rainy,78,1.8364955711049928,162.28,5.85,2.42,65838.4
North,Loam,Soybean,525.9170976723497,26.225546326953967,Rainy,72,2.311123876888677,156.1,1.18,4.43,73646.55
North,Loam,Soybean,182.43920188307013,24.025178681353765,Cloudy,78,1.3567913515141647,156.1,1.18,4.43,73646.55
West,Loam,Barley,195.67933446244845,30.65644413793074,Sunny,114,2.0111916675361274,446.76,7.79,0.96,93656.06
East,Sandy,Maize,254.56637914769453,20.685640411890397,Cloudy,94,1.5806603969046558,460.93,1.09,1.31,54314.28
West,Peaty,Maize,112.11572432993356,37.53959639950112,Rainy,123,2.3270068710374607,389.37,0.57,4.93,60202.14
South,Sandy,Maize,352.2092850364584,22.42369900615598,Cloudy,86,2.2503411916356453,460.93,1.09,1.31,54314.28
West,Clay,Barley,229.33800379682052,32.74164737418238,Rainy,73,1.9868587022855395,299.265,4.095,0.75,41989.11
West,Sandy,Cotton,128.69439719811612,20.825946358508087,Rainy,137,1.477591227214039,122.805,2.1,2.18,53381.215
East,Clay,Cotton,439.5183538921252,25.684473811546347,Sunny,112,2.394923134756536,324.21,5.47,2.86,49551.67333333334
East,Clay,Wheat,148.45798518326987,33.4774823557234,Sunny,94,1.72364331751897,210.88500000000002,6.105,2.235,44398.345
South,Clay,Barley,220.0167912193694,24.579131984819817,Rainy,92,1.080947641957704,299.265,4.095,0.75,41989.11
South,Silt,Rice,315.93241432540515,25.087820241384915,Rainy,93,0.9343632668247236,464.6,5.18,0.91,9392.38
South,Silt,Rice,193.62850302626487,16.98598463988461,Cloudy,65,1.4941592664450556,464.6,5.18,0.91,9392.38
West,Silt,Barley,325.5707333677125,35.01292296749282,Sunny,74,1.87744611134476,253.43,6.2,3.375,39956.880000000005
East,Silt,Soybean,126.21923981907968,31.342918046946863,Cloudy,68,2.123518205401089,266.03,8.57,1.35,43610.21
North,Loam,Barley,173.2598478327876,15.809933935007724,Cloudy,85,1.913202611817548,446.76,7.79,0.96,93656.06
West,Sandy,Maize,141.476002486054,26.970778257040717,Sunny,99,1.3876459146501563,460.93,1.09,1.31,54314.28
East,Silt,Rice,127.98846595950587,17.184348222910973,Sunny,133,1.7921680633199284,464.6,5.18,0.91,9392.38
South,Clay,Cotton,101.72696133911025,18.43335511602074,Cloudy,70,2.1320882573063744,324.21,5.47,2.86,49551.67333333334
South,Clay,Barley,204.30552242961343,17.29600394102936,Sunny,117,1.7510236004372688,299.265,4.095,0.75,41989.11
West,Loam,Barley,188.36326424325983,24.90220288469069,Sunny,128,1.145498611483518,446.76,7.79,0.96,93656.06
North,Clay,Rice,139.6857012385634,38.92777593149175,Cloudy,100,1.077674066288327,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
South,Silt,Soybean,173.57927957885357,16.87406447649063,Rainy,139,2.3912645755175457,266.03,8.57,1.35,43610.21
North,Clay,Rice,121.97350987180504,22.063426734046217,Rainy,130,1.3480574240931775,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
West,Peaty,Maize,193.08658755552204,15.03856174461746,Sunny,85,1.2662791884127806,389.37,0.57,4.93,60202.14
West,Loam,Maize,203.0056714103203,38.60378040891782,Rainy,112,1.2695744008934278,128.23,4.91,0.77,18660.03
West,Loam,Wheat,241.4385017159621,18.40575339208621,Sunny,136,1.3607616015808417,162.28,5.85,2.42,65838.4
North,Loam,Barley,279.7556543229211,20.052997468348405,Sunny,125,2.127346535585889,446.76,7.79,0.96,93656.06
West,Sandy,Maize,337.67632465675456,27.744203719609704,Cloudy,79,1.5062841730625065,460.93,1.09,1.31,54314.28
West,Clay,Barley,109.39887568914293,24.925050482367528,Cloudy,123,1.9439499139152725,299.265,4.095,0.75,41989.11
West,Sandy,Rice,187.47626324185572,28.41301778300878,Cloudy,130,2.276249207351865,308.40500000000003,4.595,4.220000000000001,78580.925
South,Loam,Maize,210.7999249797823,21.77921505508296,Sunny,100,1.501921386401665,128.23,4.91,0.77,18660.03
South,Sandy,Barley,182.3178493003853,34.508661544801186,Cloudy,84,1.513683976903967,59.535,2.9,1.835,58807.185
South,Sandy,Barley,329.08353618241927,31.040524845563937,Rainy,149,2.3212222877289044,59.535,2.9,1.835,58807.185
East,Sandy,Soybean,308.82915665148727,26.41519925842219,Cloudy,131,1.632817008700899,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Clay,Wheat,264.5893947120279,23.09605294691257,Sunny,149,1.1797603075199916,210.88500000000002,6.105,2.235,44398.345
West,Peaty,Maize,301.5067753978197,26.944605980654885,Rainy,90,2.067453639666867,389.37,0.57,4.93,60202.14
East,Silt,Rice,179.5698087260592,35.9914735498773,Cloudy,122,2.0805371048400776,464.6,5.18,0.91,9392.38
East,Loam,Cotton,237.06719432686816,32.32636641314901,Sunny,61,1.20704818587537,387.78,6.245,2.84,57761.24
East,Clay,Wheat,207.77134772854023,31.54631109203017,Cloudy,82,1.8605188475311627,210.88500000000002,6.105,2.235,44398.345
North,Sandy,Maize,211.77404907155704,22.76016215507994,Sunny,69,0.6568950169977876,460.93,1.09,1.31,54314.28
South,Loam,Soybean,310.2087909103102,23.80055772123849,Cloudy,98,1.8358922542428748,156.1,1.18,4.43,73646.55
West,Clay,Barley,162.95603691393796,15.43792101227426,Rainy,130,1.8514645398682048,299.265,4.095,0.75,41989.11
North,Sandy,Cotton,370.1812264735492,19.36882970217948,Rainy,95,2.0744207331969293,122.805,2.1,2.18,53381.215
East,Loam,Cotton,323.36596743878147,24.977822053464223,Cloudy,87,2.1693176297672534,387.78,6.245,2.84,57761.24
East,Loam,Cotton,308.93940069116616,34.87822569192682,Rainy,149,1.9425804001996496,387.78,6.245,2.84,57761.24
North,Loam,Barley,314.1475883564308,18.667061540202333,Rainy,64,1.4512942228325576,446.76,7.79,0.96,93656.06
North,Sandy,Barley,145.68148121171328,19.51088843215914,Cloudy,89,2.03957322498296,59.535,2.9,1.835,58807.185
South,Silt,Barley,401.3330500601342,31.8076398691134,Cloudy,91,2.288874526371941,253.43,6.2,3.375,39956.880000000005
West,Sandy,Maize,337.9963353027845,32.37890223082191,Sunny,133,2.111562818852525,460.93,1.09,1.31,54314.28
South,Clay,Wheat,312.4770261027169,36.57625807648208,Cloudy,112,1.7690279740008037,210.88500000000002,6.105,2.235,44398.345
West,Clay,Cotton,231.14031707462428,21.82307079112789,Sunny,82,1.7513073195382578,324.21,5.47,2.86,49551.67333333334
North,Sandy,Maize,171.60957381617828,24.40647622511362,Cloudy,120,1.618939932093074,460.93,1.09,1.31,54314.28
North,Sandy,Rice,240.06139174603203,34.42396288824538,Cloudy,127,1.71429695878658,308.40500000000003,4.595,4.220000000000001,78580.925
East,Clay,Rice,117.26265376829238,19.51791854363878,Sunny,72,1.155911991613807,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
South,Sandy,Maize,163.02230352419429,33.36103465201184,Sunny,146,0.8868684560402287,460.93,1.09,1.31,54314.28
East,Sandy,Rice,182.30252359342705,38.80375109439231,Rainy,87,1.7403502582676975,308.40500000000003,4.595,4.220000000000001,78580.925
West,Sandy,Cotton,144.20878636873778,27.457641121522855,Rainy,85,1.0287193001364046,122.805,2.1,2.18,53381.215
West,Silt,Barley,104.39821211372472,28.816404347503124,Sunny,102,0.973187480403288,253.43,6.2,3.375,39956.880000000005
East,Sandy,Barley,452.794847379447,32.591701261358565,Sunny,132,2.345697924730051,59.535,2.9,1.835,58807.185
North,Sandy,Barley,110.47423576644024,36.40346513083715,Rainy,148,2.267905523626992,59.535,2.9,1.835,58807.185
West,Loam,Cotton,121.81393835671204,20.8760664517061,Rainy,120,1.3263351448996774,387.78,6.245,2.84,57761.24
West,Loam,Cotton,248.8204391015996,20.57622804282549,Cloudy,130,2.1269464985064954,387.78,6.245,2.84,57761.24
North,Clay,Cotton,165.62648316954756,24.356054828692084,Sunny,112,2.1780633493157264,324.21,5.47,2.86,49551.67333333334
West,Loam,Cotton,143.82261202688647,34.99669892149008,Sunny,99,2.3328876459961845,387.78,6.245,2.84,57761.24
West,Sandy,Rice,140.3880496483818,29.084560449403256,Cloudy,121,1.820301530444512,308.40500000000003,4.595,4.220000000000001,78580.925
East,Sandy,Cotton,151.1183214117226,26.333182956726745,Sunny,136,2.109770765902838,122.805,2.1,2.18,53381.215
North,Loam,Barley,108.8186874605583,24.55348859574044,Rainy,127,1.3955259113830671,446.76,7.79,0.96,93656.06
North,Sandy,Barley,317.03050432034433,25.424912349127823,Rainy,95,2.180285334140603,59.535,2.9,1.835,58807.185
South,Loam,Barley,198.43602288235832,23.857954418556737,Sunny,108,0.930353574808136,446.76,7.79,0.96,93656.06
North,Silt,Soybean,140.10784775840963,28.32273071903224,Cloudy,66,1.6075976784902806,266.03,8.57,1.35,43610.21
East,Clay,Rice,125.02954843086032,29.54339496180789,Sunny,88,1.372924797146013,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
East,Loam,Soybean,171.23087792669355,39.48392632805213,Cloudy,109,1.7777131769008634,156.1,1.18,4.43,73646.55
South,Loam,Cotton,181.5855069669711,16.38042937798659,Rainy,146,1.481687157819825,387.78,6.245,2.84,57761.24
South,Loam,Barley,130.076813452822,30.69873110426627,Cloudy,134,2.3933976952661187,446.76,7.79,0.96,93656.06
East,Silt,Soybean,262.02646286737183,26.562101916082145,Sunny,115,1.7657921669929082,266.03,8.57,1.35,43610.21
South,Silt,Wheat,277.51030685550086,19.92418675367466,Sunny,102,1.7350487507985966,288.52,1.79,4.78,23208.04
West,Loam,Maize,321.33740419111905,34.97600730541576,Sunny,84,2.2057405682930957,128.23,4.91,0.77,18660.03
South,Silt,Rice,370.7380171452921,35.30288420183368,Sunny,94,1.762803846917664,464.6,5.18,0.91,9392.38
North,Clay,Cotton,160.99369778007352,23.899091187696968,Sunny,136,1.928106318087477,324.21,5.47,2.86,49551.67333333334
West,Clay,Cotton,123.24548212238422,32.00296649126829,Cloudy,92,1.2041830364942787,324.21,5.47,2.86,49551.67333333334
West,Loam,Wheat,187.63045750562304,15.244511126991185,Sunny,86,0.714873669403006,162.28,5.85,2.42,65838.4
West,Loam,Cotton,210.22823970022907,18.49104835339393,Rainy,96,1.5761021842882204,387.78,6.245,2.84,57761.24
North,Loam,Barley,480.2924990514581,23.47524739420755,Cloudy,69,2.305008364054409,446.76,7.79,0.96,93656.06
South,Peaty,Maize,111.20117174477504,33.275877040569725,Sunny,94,1.876620220276994,389.37,0.57,4.93,60202.14
South,Loam,Soybean,106.35629349924328,23.72615596867468,Cloudy,78,1.0467183048266016,156.1,1.18,4.43,73646.55
East,Sandy,Soybean,194.8947190575312,39.70362755178934,Cloudy,64,2.072367506834609,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Clay,Wheat,118.66370601585643,38.38230518169168,Sunny,106,1.3004646573646168,210.88500000000002,6.105,2.235,44398.345
